epoch_index,band,window,window_start_s,window_stop_s,pre_baseline_power,post_window_power,post_logratio_db
28,beta,late,1.3,2.3,7.920245570502971e-10,1.1145498968190282e-09,-1.6250033378601074
29,beta,late,1.3,2.3,1.6482847309262638e-09,9.841962800294368e-10,-5.183647155761719
30,beta,late,1.3,2.3,1.124909498884108e-09,1.368767432730067e-09,-4.017602443695068
31,beta,late,1.3,2.3,1.2843142105367633e-09,7.879038532720983e-10,-5.293329238891602
32,beta,late,1.3,2.3,9.016461466337944e-10,6.111159356336771e-10,-2.8591582775115967
33,beta,late,1.3,2.3,1.255567427804749e-09,1.2388410297603514e-09,-2.8811614513397217
34,beta,late,1.3,2.3,1.4131981140863559e-09,2.839079527028332e-10,-8.806524276733398
35,beta,late,1.3,2.3,5.272226544228431e-10,3.1024868785145543e-10,-4.123136520385742
36,beta,late,1.3,2.3,5.139084713334796e-10,3.2905020375118e-10,-3.4426181316375732
37,beta,late,1.3,2.3,5.032493866075072e-10,2.605441973280165e-10,-3.7007641792297363
38,beta,late,1.3,2.3,4.4952264133257813e-10,3.9127115436521365e-10,-1.318336009979248
39,beta,late,1.3,2.3,5.874569719566125e-10,3.5884639704164556e-10,-3.998716115951538
40,beta,late,1.3,2.3,5.543158709819807e-10,3.323667174814915e-10,-2.1309216022491455
41,beta,late,1.3,2.3,4.914756934759623e-10,2.921713149195426e-10,-4.389059543609619
42,beta,late,1.3,2.3,4.803058506475111e-10,3.653860547458976e-10,-2.710928201675415
43,beta,late,1.3,2.3,5.009950787560058e-10,2.0153524682431367e-10,-4.075740814208984
44,beta,late,1.3,2.3,4.0525915956379777e-10,4.59733917601568e-10,-0.39959990978240967
45,beta,late,1.3,2.3,6.13857187303779e-10,2.1137448735775166e-10,-4.725221633911133
46,beta,late,1.3,2.3,5.919308376789445e-10,2.0042022208510701e-10,-6.6046142578125
47,beta,late,1.3,2.3,4.4084891293039163e-10,1.885219480524114e-10,-4.165091514587402
48,beta,late,1.3,2.3,3.888939725804619e-10,1.989699793814026e-10,-4.113391399383545
49,beta,late,1.3,2.3,4.037615797258809e-10,2.3821830619219497e-10,-3.1461050510406494
50,beta,late,1.3,2.3,4.2548589651580926e-10,4.389767160883906e-10,-3.032407760620117
51,beta,late,1.3,2.3,5.537857949988734e-10,2.5761190403095213e-10,-3.5408966541290283
52,beta,late,1.3,2.3,4.280034660020249e-10,2.0563345470847594e-10,-4.008774757385254
53,beta,late,1.3,2.3,3.577791118924978e-10,2.3038866647784317e-10,-2.937662363052368
54,beta,late,1.3,2.3,3.7484204629123496e-10,2.5193189201466737e-10,-3.309539794921875
55,beta,late,1.3,2.3,4.949364806883239e-10,2.0931063826612473e-10,-3.691669464111328
56,beta,late,1.3,2.3,4.329927805191147e-10,6.338702340791258e-10,-1.9640439748764038
57,beta,late,1.3,2.3,7.555094327926781e-10,2.855812530899726e-10,-7.054781436920166
58,beta,late,1.3,2.3,5.072585129717311e-10,3.9848596644631584e-10,-2.8190691471099854
59,beta,late,1.3,2.3,4.972681155734904e-10,2.3705376550609003e-10,-4.1292643547058105
60,beta,late,1.3,2.3,4.145996324034229e-10,1.5970004485499345e-10,-4.9783196449279785
61,beta,late,1.3,2.3,3.476456345019585e-10,2.854986524969405e-10,-2.0675723552703857
62,beta,late,1.3,2.3,5.520333634656538e-10,3.4865244025183983e-10,-3.7246837615966797
63,beta,late,1.3,2.3,5.413682280241972e-10,3.925374747471011e-10,-3.2746927738189697
64,beta,late,1.3,2.3,5.523259627437938e-10,1.3046438929187332e-10,-6.43972635269165
65,beta,late,1.3,2.3,3.25898363850996e-10,2.7502106147991867e-10,-1.1226223707199097
66,beta,late,1.3,2.3,5.149052295649881e-10,2.1212499812239827e-10,-5.258040428161621
67,beta,late,1.3,2.3,4.020405675042582e-10,3.032616935350063e-10,-2.5071632862091064
68,beta,late,1.3,2.3,4.2370890129816985e-10,2.7192331719660956e-10,-3.2015907764434814
69,beta,late,1.3,2.3,4.1065506550808095e-10,3.895398725806132e-10,-2.6053545475006104
70,beta,late,1.3,2.3,5.655921286873422e-10,5.302031591547518e-10,-1.7225385904312134
71,beta,late,1.3,2.3,6.578513289667853e-10,2.019862055391286e-10,-5.1077799797058105
72,beta,late,1.3,2.3,3.559383898732449e-10,2.0193675898116936e-10,-3.2723984718322754
73,beta,late,1.3,2.3,3.632198153358246e-10,2.237078994271613e-10,-2.5763232707977295
74,beta,late,1.3,2.3,3.973724127526168e-10,2.808215882055265e-10,-2.044015645980835
0,low_gamma,early,0.3,1.3,5.967411287333135e-11,8.722277761163966e-11,-1.2952284812927246
1,low_gamma,early,0.3,1.3,1.1067331773251254e-10,9.079043072901527e-11,-3.295815944671631
2,low_gamma,early,0.3,1.3,6.551909709218151e-11,8.907163201454793e-11,-1.2667579650878906
3,low_gamma,early,0.3,1.3,6.226202192705088e-11,6.984628847517271e-11,-1.8638938665390015
4,low_gamma,early,0.3,1.3,5.995658830526551e-11,4.184609603274936e-11,-3.8102686405181885
5,low_gamma,early,0.3,1.3,6.014732462089611e-11,4.4092562934139323e-11,-3.5385818481445312
6,low_gamma,early,0.3,1.3,7.622073805446661e-11,4.5664427100744476e-11,-4.798386096954346
7,low_gamma,early,0.3,1.3,7.013154640356234e-11,7.226089171474825e-11,-1.6012107133865356
8,low_gamma,early,0.3,1.3,6.733206353581878e-11,8.278228103009155e-11,-1.684683918952942
9,low_gamma,early,0.3,1.3,7.863722867318401e-11,6.049222928128373e-11,-3.3261911869049072
10,low_gamma,early,0.3,1.3,7.222292902619998e-11,5.5117604924603825e-11,-3.5861122608184814
11,low_gamma,early,0.3,1.3,5.898302679607781e-11,9.165639774932899e-11,-0.24373915791511536
12,low_gamma,early,0.3,1.3,9.152170687976025e-11,8.790150551885034e-11,-2.2293686866760254
13,low_gamma,early,0.3,1.3,6.172047595232044e-11,6.206110625406325e-11,-2.209347724914551
14,low_gamma,early,0.3,1.3,6.891396481245593e-11,5.0292308512167594e-11,-3.631395101547241
15,low_gamma,early,0.3,1.3,6.680378472623261e-11,6.307999261823127e-11,-2.798351764678955
16,low_gamma,early,0.3,1.3,8.16486322996468e-11,5.122715446281845e-11,-4.160811901092529
17,low_gamma,early,0.3,1.3,6.76036379654299e-11,6.059525797796894e-11,-2.5713703632354736
18,low_gamma,early,0.3,1.3,5.4885193612186356e-11,1.735131038849147e-09,8.721786499023438
19,low_gamma,early,0.3,1.3,1.4459969333024958e-10,1.0089212104658074e-10,-4.730661869049072
20,low_gamma,early,0.3,1.3,8.033970710918936e-11,6.545630704124505e-11,-3.51846981048584
21,low_gamma,early,0.3,1.3,8.393147982177496e-11,6.409725528122578e-11,-3.3125317096710205
22,low_gamma,early,0.3,1.3,7.886248598598655e-11,6.34389624165621e-11,-3.673332452774048
23,low_gamma,early,0.3,1.3,7.802994361760796e-11,1.0455581539448033e-10,-1.927125334739685
24,low_gamma,early,0.3,1.3,1.3800522946638694e-09,8.19556714160008e-11,-14.797126770019531
25,low_gamma,early,0.3,1.3,2.2277757416588884e-10,1.2297848850373327e-10,-5.033702373504639
26,low_gamma,early,0.3,1.3,1.3443986202066327e-10,2.0545238843538982e-09,1.5960428714752197
27,low_gamma,early,0.3,1.3,8.661263373177519e-11,1.114546371860925e-10,-1.5143256187438965
28,low_gamma,early,0.3,1.3,2.171828689112587e-10,1.198374594002516e-10,-5.531999111175537
29,low_gamma,early,0.3,1.3,3.480810362166409e-10,2.2314844416726487e-10,-5.0118021965026855
30,low_gamma,early,0.3,1.3,3.0991750832320974e-10,5.943894265669769e-10,-0.9072781205177307
31,low_gamma,early,0.3,1.3,2.2186402715007603e-10,1.9552426344660034e-10,-2.9376089572906494
32,low_gamma,early,0.3,1.3,2.0129282962688677e-10,1.8759377384824916e-10,-3.364569664001465
33,low_gamma,early,0.3,1.3,3.369986789625301e-10,7.584329275722723e-10,-2.1205878257751465
34,low_gamma,early,0.3,1.3,4.857035884597849e-10,1.0706770886548256e-10,-8.96210765838623
35,low_gamma,early,0.3,1.3,1.2582522523896245e-10,1.1895319451671327e-10,-2.6673197746276855
36,low_gamma,early,0.3,1.3,9.466668421387325e-11,1.8218170028116987e-10,-0.429325670003891
37,low_gamma,early,0.3,1.3,1.0260425148400643e-10,1.701759011485393e-10,-1.0539621114730835
38,low_gamma,early,0.3,1.3,8.393560846364778e-11,9.028777725461623e-11,-2.8207855224609375
39,low_gamma,early,0.3,1.3,7.017974396061888e-11,9.939664369351675e-11,-1.4085294008255005
40,low_gamma,early,0.3,1.3,5.702458644174513e-11,1.1027048718581511e-10,0.8299641013145447
41,low_gamma,early,0.3,1.3,9.4537662420624e-11,4.992351324006883e-11,-5.203935623168945
42,low_gamma,early,0.3,1.3,5.553578777406365e-11,4.0763101227803133e-11,-3.914419174194336
43,low_gamma,early,0.3,1.3,6.707487343327045e-11,5.333715760724722e-11,-3.056293487548828
44,low_gamma,early,0.3,1.3,8.394927808463848e-11,7.149420638841164e-11,-2.7418618202209473
45,low_gamma,early,0.3,1.3,7.745500768541191e-11,6.639212790648941e-11,-2.8301475048065186
46,low_gamma,early,0.3,1.3,8.999101464013393e-11,9.355314439796203e-11,-4.052644729614258
47,low_gamma,early,0.3,1.3,5.833464267190891e-11,9.688216895398227e-11,-1.1621166467666626
48,low_gamma,early,0.3,1.3,7.793540118816722e-11,6.204561170397582e-11,-3.5673229694366455
49,low_gamma,early,0.3,1.3,7.208216662446532e-11,7.938287527320398e-11,-1.9463516473770142
50,low_gamma,early,0.3,1.3,1.0936141575657032e-10,8.195255585263794e-11,-3.898662567138672
51,low_gamma,early,0.3,1.3,6.432492732910688e-11,5.22353445220336e-11,-3.433509349822998
52,low_gamma,early,0.3,1.3,5.010135015193207e-11,1.3358511519179217e-10,0.16289889812469482
53,low_gamma,early,0.3,1.3,5.198277225337833e-11,7.628001008619378e-11,-1.3701748847961426
54,low_gamma,early,0.3,1.3,5.4625536732855196e-11,7.207033581035915e-11,-1.3833931684494019
55,low_gamma,early,0.3,1.3,5.116701159990633e-11,6.51518214378477e-11,-2.139000654220581
56,low_gamma,early,0.3,1.3,7.24865167889277e-11,6.80634368310784e-11,-2.623187780380249
57,low_gamma,early,0.3,1.3,2.795539633115851e-10,1.0977306563741962e-10,-7.469482421875
58,low_gamma,early,0.3,1.3,1.0347753209849486e-10,6.226143212106905e-11,-5.170708656311035
59,low_gamma,early,0.3,1.3,8.994433670084234e-11,5.1694964281479017e-11,-5.108480930328369
60,low_gamma,early,0.3,1.3,9.365596492783013e-11,1.0785981829908309e-10,-4.074502468109131
61,low_gamma,early,0.3,1.3,5.190311028191452e-11,9.118620442061243e-11,0.034219175577163696
62,low_gamma,early,0.3,1.3,1.568480206826095e-10,6.355733300766886e-11,-6.354868412017822
63,low_gamma,early,0.3,1.3,8.569550624670796e-11,1.2221243461674192e-10,-2.334054946899414
64,low_gamma,early,0.3,1.3,7.532249823860582e-11,5.898915383939496e-11,-3.0349247455596924
65,low_gamma,early,0.3,1.3,6.602117463838653e-11,7.824407094458863e-11,-1.9929784536361694
66,low_gamma,early,0.3,1.3,8.153910185937363e-11,5.4365845159054516e-11,-4.521308422088623
67,low_gamma,early,0.3,1.3,6.443605371497796e-11,9.012684348830291e-11,-1.7935858964920044
68,low_gamma,early,0.3,1.3,9.99801214041085e-11,5.210097631103139e-11,-6.08453893661499
69,low_gamma,early,0.3,1.3,9.067104705939855e-11,7.623911918441806e-11,-3.2767038345336914
70,low_gamma,early,0.3,1.3,8.889351060803463e-11,6.344261921364946e-11,-3.7461276054382324
71,low_gamma,early,0.3,1.3,9.333982198267421e-11,1.6391268897741895e-10,-2.618643045425415
72,low_gamma,early,0.3,1.3,7.136836954746428e-11,5.170152847511211e-11,-3.660252571105957
73,low_gamma,early,0.3,1.3,5.038148370717366e-11,7.197711177076016e-11,-1.2577612400054932
74,low_gamma,early,0.3,1.3,9.320919036603925e-11,7.346786373707559e-11,-3.857238292694092
0,low_gamma,late,1.3,2.3,5.967411287333135e-11,9.476860268753384e-11,-1.7884304523468018
1,low_gamma,late,1.3,2.3,1.1067331773251254e-10,6.776336436420394e-11,-3.978686571121216
2,low_gamma,late,1.3,2.3,6.551909709218151e-11,6.325204249257865e-11,-2.663051128387451
3,low_gamma,late,1.3,2.3,6.226202192705088e-11,6.391144558026696e-11,-2.3414618968963623
4,low_gamma,late,1.3,2.3,5.995658830526551e-11,6.420423220854232e-11,-1.6218626499176025
5,low_gamma,late,1.3,2.3,6.014732462089611e-11,7.469976720519966e-11,-1.306631088256836
6,low_gamma,late,1.3,2.3,7.622073805446661e-11,6.62264271200641e-11,-3.6708853244781494
7,low_gamma,late,1.3,2.3,7.013154640356234e-11,5.667004018827804e-11,-2.9960055351257324
8,low_gamma,late,1.3,2.3,6.733206353581878e-11,7.043386013316777e-11,-2.197768211364746
9,low_gamma,late,1.3,2.3,7.863722867318401e-11,6.806630259426072e-11,-2.7866358757019043
10,low_gamma,late,1.3,2.3,7.222292902619998e-11,5.201834796242366e-11,-4.098114013671875
11,low_gamma,late,1.3,2.3,5.898302679607781e-11,8.955340635719011e-11,-0.7586497664451599
12,low_gamma,late,1.3,2.3,9.152170687976025e-11,5.7838567268930774e-11,-4.557282447814941
13,low_gamma,late,1.3,2.3,6.172047595232044e-11,7.97874613600591e-11,-1.2345855236053467
14,low_gamma,late,1.3,2.3,6.891396481245593e-11,6.373969407835745e-11,-2.2595722675323486
15,low_gamma,late,1.3,2.3,6.680378472623261e-11,8.728062717011653e-11,-1.496129035949707
16,low_gamma,late,1.3,2.3,8.16486322996468e-11,7.513312194618038e-11,-2.642086982727051
17,low_gamma,late,1.3,2.3,6.76036379654299e-11,5.2281595719350094e-11,-3.3221919536590576
18,low_gamma,late,1.3,2.3,5.4885193612186356e-11,1.390578346915916e-10,1.4371328353881836
19,low_gamma,late,1.3,2.3,1.4459969333024958e-10,8.170902843218641e-11,-5.278177261352539
20,low_gamma,late,1.3,2.3,8.033970710918936e-11,9.204547540830887e-11,-1.8988583087921143
21,low_gamma,late,1.3,2.3,8.393147982177496e-11,8.22483539608676e-11,-2.32843279838562
22,low_gamma,late,1.3,2.3,7.886248598598655e-11,8.366560916295285e-11,-2.275529623031616
23,low_gamma,late,1.3,2.3,7.802994361760796e-11,2.773276608358799e-10,-0.8412089347839355
24,low_gamma,late,1.3,2.3,1.3800522946638694e-09,2.0041063253373181e-10,-11.660405158996582
25,low_gamma,late,1.3,2.3,2.2277757416588884e-10,1.2635034685182234e-10,-4.851191997528076
26,low_gamma,late,1.3,2.3,1.3443986202066327e-10,9.145363633056292e-11,-3.98492169380188
27,low_gamma,late,1.3,2.3,8.661263373177519e-11,2.447606006761305e-10,0.2684691846370697
28,low_gamma,late,1.3,2.3,2.171828689112587e-10,2.349843930549156e-10,-2.8919591903686523
29,low_gamma,late,1.3,2.3,3.480810362166409e-10,3.5301767065121226e-10,-3.8973748683929443
30,low_gamma,late,1.3,2.3,3.0991750832320974e-10,2.5712001971989196e-10,-3.75724196434021
31,low_gamma,late,1.3,2.3,2.2186402715007603e-10,1.621563994191888e-10,-4.36680793762207
32,low_gamma,late,1.3,2.3,2.0129282962688677e-10,2.9174709870183335e-10,-1.9616990089416504
33,low_gamma,late,1.3,2.3,3.369986789625301e-10,4.0111219901106665e-10,-3.2511980533599854
34,low_gamma,late,1.3,2.3,4.857035884597849e-10,1.501439389484105e-10,-7.179969787597656
35,low_gamma,late,1.3,2.3,1.2582522523896245e-10,8.02884425610273e-11,-4.363956451416016
36,low_gamma,late,1.3,2.3,9.466668421387325e-11,1.1659630205773652e-10,-1.6136835813522339
37,low_gamma,late,1.3,2.3,1.0260425148400643e-10,7.900681497918782e-11,-3.386993885040283
38,low_gamma,late,1.3,2.3,8.393560846364778e-11,8.343591095805181e-11,-2.9282078742980957
39,low_gamma,late,1.3,2.3,7.017974396061888e-11,4.5523702862926285e-11,-4.771328449249268
40,low_gamma,late,1.3,2.3,5.702458644174513e-11,9.285824192906134e-11,-0.5017951130867004
41,low_gamma,late,1.3,2.3,9.4537662420624e-11,4.9185790856887124e-11,-4.94143009185791
42,low_gamma,late,1.3,2.3,5.553578777406365e-11,7.011304037352062e-11,-1.278929352760315
43,low_gamma,late,1.3,2.3,6.707487343327045e-11,8.0080136966032e-11,-1.879071831703186
44,low_gamma,late,1.3,2.3,8.394927808463848e-11,7.594753298478807e-11,-3.043912172317505
45,low_gamma,late,1.3,2.3,7.745500768541191e-11,6.027185001089563e-11,-3.334007501602173
46,low_gamma,late,1.3,2.3,8.999101464013393e-11,4.790878457838765e-11,-5.174442291259766
47,low_gamma,late,1.3,2.3,5.833464267190891e-11,5.3333577137992805e-11,-2.3292510509490967
48,low_gamma,late,1.3,2.3,7.793540118816722e-11,8.055675571050358e-11,-2.4771504402160645
49,low_gamma,late,1.3,2.3,7.208216662446532e-11,1.1018300855036856e-10,-2.2272279262542725
50,low_gamma,late,1.3,2.3,1.0936141575657032e-10,6.68575750317757e-11,-4.512153148651123
51,low_gamma,late,1.3,2.3,6.432492732910688e-11,4.7162388577826064e-11,-3.5115320682525635
52,low_gamma,late,1.3,2.3,5.010135015193207e-11,5.202218517075252e-11,-2.453535795211792
53,low_gamma,late,1.3,2.3,5.198277225337833e-11,5.46319413319285e-11,-2.652233362197876
54,low_gamma,late,1.3,2.3,5.4625536732855196e-11,4.333419040269959e-11,-2.8299360275268555
55,low_gamma,late,1.3,2.3,5.116701159990633e-11,6.688104237095871e-11,-1.3614574670791626
56,low_gamma,late,1.3,2.3,7.24865167889277e-11,3.031756790061735e-10,-1.222968578338623
57,low_gamma,late,1.3,2.3,2.795539633115851e-10,9.301120290627907e-11,-8.012374877929688
58,low_gamma,late,1.3,2.3,1.0347753209849486e-10,1.1370501068475036e-10,-3.6825084686279297
59,low_gamma,late,1.3,2.3,8.994433670084234e-11,8.629424952388831e-11,-2.8567230701446533
60,low_gamma,late,1.3,2.3,9.365596492783013e-11,4.8715174255642424e-11,-5.500885963439941
61,low_gamma,late,1.3,2.3,5.190311028191452e-11,1.0626696050897166e-10,-1.0999270677566528
62,low_gamma,late,1.3,2.3,1.568480206826095e-10,9.217761970381488e-11,-5.852210521697998
63,low_gamma,late,1.3,2.3,8.569550624670796e-11,8.631190206997985e-11,-3.433933973312378
64,low_gamma,late,1.3,2.3,7.532249823860582e-11,7.782725158778092e-11,-2.9501001834869385
65,low_gamma,late,1.3,2.3,6.602117463838653e-11,7.643007754465359e-11,-2.0473368167877197
66,low_gamma,late,1.3,2.3,8.153910185937363e-11,7.156256143225903e-11,-2.7788493633270264
67,low_gamma,late,1.3,2.3,6.443605371497796e-11,1.2333588317314792e-10,-1.0749379396438599
68,low_gamma,late,1.3,2.3,9.99801214041085e-11,8.533566214774524e-11,-4.053834438323975
69,low_gamma,late,1.3,2.3,9.067104705939855e-11,8.817550162243393e-11,-3.095526933670044
70,low_gamma,late,1.3,2.3,8.889351060803463e-11,1.0460870364381591e-10,-1.6328612565994263
71,low_gamma,late,1.3,2.3,9.333982198267421e-11,7.207479751913937e-11,-2.7206737995147705
72,low_gamma,late,1.3,2.3,7.136836954746428e-11,5.4205553240427307e-11,-4.1877875328063965
73,low_gamma,late,1.3,2.3,5.038148370717366e-11,7.032741750068183e-11,-1.06587553024292
74,low_gamma,late,1.3,2.3,9.320919036603925e-11,6.868999813391952e-11,-3.9273815155029297
